Sectie;Xcoord;Ycoord;dist_binnen;dist_buiten;angle_binnen;angle_buiten
A;99455.96;436741.01;500;15;-63.01;116.99
A;99456.6;436741.33;54;177;-108.44;71.56
A;99457.55;436741.02;55;179;-108.44;71.56
A;99458.5;436740.7;56;181;-108.44;71.56
A;99459.45;436740.39;56;182;-108.44;71.56
A;99460.4;436740.07;57;183;-108.44;71.56
A;99461.34;436739.75;57;183;-108.44;71.56
A;99462.29;436739.44;353;184;-108.44;71.56
A;99463.24;436739.12;354;184;-108.44;71.56
A;99464.19;436738.8;355;185;-108.44;71.56
A;99465.14;436738.49;357;23;-46.95;133.05
A;99465.68;436739.0;500;21;-19.53;160.47
A;99466.02;436739.94;500;21;-19.53;160.47
A;99466.35;436740.88;500;21;-19.53;160.47
A;99466.69;436741.83;500;21;-19.53;160.47
A;99467.02;436742.77;500;21;-19.53;160.47
A;99467.36;436743.71;500;21;-19.53;160.47
A;99467.69;436744.65;500;21;-19.53;160.47
A;99468.02;436745.59;500;21;-19.53;160.47
A;99468.36;436746.54;500;21;-19.53;160.47
A;99468.69;436747.48;500;21;-19.53;160.47
A;99469.03;436748.42;500;21;-19.53;160.47
A;99469.36;436749.36;500;21;-19.53;160.47
A;99469.7;436750.31;500;21;-19.53;160.47
A;99470.03;436751.25;500;21;-19.53;160.47
A;99470.36;436752.19;500;21;-19.53;160.47
A;99470.7;436753.13;500;21;-19.53;160.47
A;99471.03;436754.08;500;21;-19.53;160.47
A;99471.37;436755.02;500;21;-19.53;160.47
A;99471.7;436755.96;500;21;-19.53;160.47
A;99472.04;436756.9;500;21;-19.53;160.47
A;99472.37;436757.85;500;21;-19.53;160.47
A;99472.7;436758.79;500;21;-19.53;160.47
A;99473.04;436759.73;500;21;-19.53;160.47
A;99473.37;436760.67;500;21;-19.53;160.47
A;99473.71;436761.62;500;21;-19.53;160.47
A;99474.04;436762.56;500;21;-19.53;160.47
A;99474.38;436763.5;500;21;-19.53;160.47
A;99474.71;436764.44;500;21;-19.53;160.47
A;99475.04;436765.39;500;21;-19.53;160.47
A;99475.38;436766.33;500;21;-19.53;160.47
A;99475.71;436767.27;500;21;-19.53;160.47
A;99476.05;436768.21;500;21;-19.53;160.47
A;99476.38;436769.16;500;21;-19.53;160.47
A;99476.72;436770.1;500;21;-19.53;160.47
A;99477.05;436771.04;500;21;-19.53;160.47
A;99477.38;436771.98;500;20;-19.53;160.47
A;99477.72;436772.93;500;20;-19.53;160.47
A;99478.05;436773.87;500;20;-19.53;160.47
A;99478.39;436774.81;500;20;-19.53;160.47
A;99478.72;436775.75;500;20;-19.53;160.47
A;99479.06;436776.7;500;20;-19.53;160.47
A;99479.39;436777.64;500;20;-19.53;160.47
A;99479.72;436778.58;500;20;-19.53;160.47
A;99480.06;436779.52;500;20;-19.53;160.47
A;99480.39;436780.47;500;20;-19.53;160.47
