Sectie;Xcoord;Ycoord;dist_binnen;dist_buiten;angle_binnen;angle_buiten
A;191399.31;509053.72;95;500;-34.07;145.93
A;191399.87;509054.55;81;500;-33.34;146.66
A;191400.42;509055.38;63;500;-33.34;146.66
A;191400.97;509056.22;61;500;-33.34;146.66
A;191401.52;509057.05;58;500;-33.34;146.66
A;191402.07;509057.89;52;500;-33.34;146.66
A;191402.62;509058.72;41;500;-33.34;146.66
A;191403.17;509059.56;41;500;-33.34;146.66
A;191403.72;509060.39;35;500;-33.34;146.66
A;191404.27;509061.23;33;500;-33.34;146.66
A;191404.82;509062.06;32;500;-33.34;146.66
A;191405.37;509062.9;32;500;-33.34;146.66
A;191405.92;509063.74;32;500;-33.34;146.66
A;191406.47;509064.57;32;500;-33.34;146.66
A;191407.02;509065.41;32;500;-33.34;146.66
A;191407.57;509066.24;33;500;-33.34;146.66
A;191408.12;509067.08;33;500;-33.34;146.66
A;191408.67;509067.91;33;500;-33.34;146.66
A;191409.21;509068.75;33;500;-33.34;146.66
A;191409.76;509069.58;65;500;-33.34;146.66
A;191410.31;509070.42;59;500;-33.34;146.66
A;191410.86;509071.25;53;500;-33.34;146.66
A;191411.41;509072.09;48;500;-33.34;146.66
A;191411.96;509072.93;43;500;-33.34;146.66
A;191412.51;509073.76;34;500;-32.63;147.37
A;191413.05;509074.6;34;500;-32.59;147.41
A;191413.59;509075.45;34;500;-32.59;147.41
A;191414.13;509076.29;41;500;-32.59;147.41
A;191414.67;509077.13;39;500;-32.59;147.41
A;191415.21;509077.97;39;500;-32.59;147.41
A;191415.74;509078.82;39;500;-32.59;147.41
A;191416.28;509079.66;62;500;-32.59;147.41
A;191416.82;509080.5;62;500;-32.59;147.41
A;191417.36;509081.34;50;500;-32.59;147.41
A;191417.9;509082.19;49;500;-32.59;147.41
A;191418.44;509083.03;45;500;-32.59;147.41
A;191418.98;509083.87;36;500;-32.23;147.77
A;191419.51;509084.72;36;500;-30.09;149.91
A;191420.01;509085.58;37;500;-30.09;149.91
A;191420.51;509086.45;37;500;-30.09;149.91
A;191421.01;509087.31;37;500;-30.09;149.91
A;191421.52;509088.18;37;500;-30.09;149.91
A;191422.02;509089.04;41;500;-30.09;149.91
A;191422.52;509089.91;41;500;-29.83;150.17
A;191423.02;509090.78;112;500;-27.47;152.53
