Sectie;Xcoord;Ycoord;dist_binnen;dist_buiten;angle_binnen;angle_buiten
A;118596.33;439655.41;500;134;94.83;-85.17
A;118595.34;439655.32;500;134;94.83;-85.17
A;118594.34;439655.24;500;135;94.83;-85.17
A;118593.34;439655.16;500;135;94.83;-85.17
A;118592.35;439655.07;500;135;94.83;-85.17
A;118591.35;439654.99;500;136;94.83;-85.17
A;118590.35;439654.9;375;136;94.83;-85.17
A;118589.36;439654.82;367;136;94.83;-85.17
A;118588.36;439654.73;364;137;94.83;-85.17
A;118587.36;439654.65;363;137;94.83;-85.17
A;118586.37;439654.57;361;137;94.83;-85.17
A;118585.37;439654.48;360;138;94.83;-85.17
A;118584.37;439654.4;358;138;94.83;-85.17
A;118583.38;439654.31;356;138;94.92;-85.08
A;118582.38;439654.23;354;139;95.02;-84.98
A;118581.39;439654.14;353;139;95.02;-84.98
A;118580.39;439654.05;351;139;95.02;-84.98
A;118579.39;439653.97;350;140;95.02;-84.98
A;118578.4;439653.88;349;195;95.02;-84.98
A;118577.4;439653.79;347;196;95.02;-84.98
A;118576.41;439653.7;346;196;95.02;-84.98
A;118575.41;439653.62;345;197;95.02;-84.98
A;118574.41;439653.53;343;197;95.02;-84.98
A;118573.42;439653.44;342;198;95.02;-84.98
A;118572.42;439653.35;341;198;95.02;-84.98
A;118571.42;439653.27;339;199;95.02;-84.98
A;118570.43;439653.18;338;200;95.02;-84.98
A;118569.43;439653.09;337;200;95.02;-84.98
A;118568.44;439653.0;328;199;95.88;-84.12
A;118567.44;439652.9;327;200;95.93;-84.07
A;118566.45;439652.8;325;200;95.93;-84.07
A;118565.45;439652.69;324;201;95.93;-84.07
A;118564.46;439652.59;323;201;95.93;-84.07
A;118563.46;439652.49;321;201;95.93;-84.07
A;118562.47;439652.38;320;202;95.93;-84.07
A;118561.47;439652.28;319;202;95.93;-84.07
A;118560.48;439652.18;317;202;95.93;-84.07
A;118559.48;439652.07;316;203;95.93;-84.07
A;118558.49;439651.97;322;205;94.89;-85.11
A;118557.49;439651.89;325;204;94.46;-85.54
A;118556.5;439651.81;323;204;94.46;-85.54
A;118555.5;439651.73;322;204;94.46;-85.54
A;118554.5;439651.65;320;204;94.46;-85.54
A;118553.51;439651.58;319;204;94.46;-85.54
A;118552.51;439651.5;317;204;94.46;-85.54
A;118551.51;439651.42;316;204;94.46;-85.54
A;118550.51;439651.34;314;204;94.46;-85.54
A;118549.52;439651.26;313;204;94.46;-85.54
A;118548.52;439651.19;319;203;93.55;-86.45
A;118547.52;439651.13;325;202;92.6;-87.4
A;118546.52;439651.08;324;202;92.6;-87.4
A;118545.52;439651.03;322;202;92.6;-87.4
A;118544.53;439650.99;321;202;92.6;-87.4
A;118543.53;439650.94;319;202;92.6;-87.4
A;118542.53;439650.9;343;200;89.86;-90.14
A;118541.53;439650.9;356;199;88.45;-91.55
A;118540.53;439650.93;354;199;88.45;-91.55
A;118539.53;439650.95;352;199;88.45;-91.55
A;118538.53;439650.98;351;199;88.45;-91.55
A;118537.53;439651.01;354;199;88.01;-91.99
A;118536.53;439651.04;353;198;87.88;-92.12
A;118535.53;439651.08;352;198;87.88;-92.12
A;118534.53;439651.12;350;198;87.88;-92.12
A;118533.53;439651.15;348;198;87.88;-92.12
A;118532.53;439651.19;346;198;87.88;-92.12
A;118531.53;439651.23;345;198;87.88;-92.12
A;118530.53;439651.27;500;197;85.53;-94.47
A;118529.54;439651.34;500;197;84.05;-95.95
A;118528.54;439651.45;500;197;84.05;-95.95
A;118527.55;439651.55;500;197;84.05;-95.95
A;118526.55;439651.65;500;197;84.05;-95.95
A;118525.56;439651.76;500;197;84.05;-95.95
A;118524.57;439651.86;500;197;83.92;-96.08
A;118523.57;439651.97;500;196;83.48;-96.52
A;118522.58;439652.08;500;196;83.48;-96.52
A;118521.58;439652.19;500;196;83.48;-96.52
A;118520.59;439652.31;500;196;83.48;-96.52
A;118519.6;439652.42;500;197;79.65;-100.35
A;118518.61;439652.6;500;193;76.76;-103.24
A;118517.64;439652.83;500;193;76.76;-103.24
A;118516.67;439653.06;500;193;76.76;-103.24
A;118515.69;439653.29;500;193;76.76;-103.24
A;118514.72;439653.52;500;193;76.76;-103.24
A;118513.75;439653.75;500;194;76.76;-103.24
A;118512.77;439653.97;500;194;76.76;-103.24
A;118511.8;439654.2;500;194;76.76;-103.24
A;118510.83;439654.43;500;195;75.57;-104.43
A;118509.86;439654.68;500;196;73.12;-106.88
A;118508.9;439654.97;500;197;73.12;-106.88
A;118507.95;439655.26;500;197;73.12;-106.88
A;118506.99;439655.55;500;197;73.12;-106.88
A;118506.03;439655.84;500;197;73.12;-106.88
A;118505.08;439656.13;500;197;73.12;-106.88
A;118504.12;439656.42;500;198;73.12;-106.88
A;118503.16;439656.72;500;198;73.12;-106.88
A;118502.2;439657.01;500;198;73.12;-106.88
A;118501.25;439657.3;500;198;73.12;-106.88
A;118500.29;439657.59;500;199;73.12;-106.88
A;118499.33;439657.88;500;199;73.12;-106.88
A;118498.38;439658.17;500;199;73.12;-106.88
A;118497.42;439658.46;500;199;73.12;-106.88
A;118496.46;439658.75;500;199;73.12;-106.88
A;118495.51;439659.04;500;200;73.12;-106.88
A;118494.55;439659.33;500;200;73.12;-106.88
A;118493.59;439659.62;500;200;73.12;-106.88
A;118492.64;439659.91;500;200;73.12;-106.88
A;118491.68;439660.2;500;201;73.12;-106.88
A;118490.72;439660.49;500;201;73.12;-106.88
A;118489.77;439660.78;500;201;73.12;-106.88
A;118488.81;439661.07;500;201;73.12;-106.88
A;118487.85;439661.36;500;202;73.12;-106.88
A;118486.89;439661.65;500;202;73.12;-106.88
A;118485.94;439661.94;500;202;73.12;-106.88
A;118484.98;439662.23;500;203;73.12;-106.88
A;118484.02;439662.52;500;203;73.12;-106.88
A;118483.07;439662.81;500;203;73.12;-106.88
A;118482.11;439663.1;500;203;73.12;-106.88
A;118481.15;439663.4;500;204;73.12;-106.88
A;118480.2;439663.69;500;204;73.12;-106.88
A;118479.24;439663.98;500;204;73.12;-106.88
A;118478.28;439664.27;500;204;73.12;-106.88
A;118477.33;439664.56;500;205;73.12;-106.88
A;118476.37;439664.85;500;205;73.12;-106.88
A;118475.41;439665.14;500;205;73.12;-106.88
A;118474.46;439665.43;500;206;73.12;-106.88
A;118473.5;439665.72;500;206;73.12;-106.88
