Sectie;Xcoord;Ycoord;dist_binnen;dist_buiten;angle_binnen;angle_buiten
A;206064.63;446735.95;451;17;-111.74;68.26
A;206065.56;446735.58;450;17;-111.74;68.26
A;206066.49;446735.21;449;17;-111.74;68.26
A;206067.41;446734.84;448;17;-111.74;68.26
A;206068.34;446734.47;446;17;-111.75;68.25
A;206069.27;446734.1;444;17;-111.75;68.25
A;206070.2;446733.73;442;17;-111.75;68.25
A;206071.13;446733.36;442;18;-111.75;68.25
A;206072.06;446732.99;441;18;-111.75;68.25
A;206072.99;446732.62;441;18;-111.75;68.25
A;206073.92;446732.25;440;18;-111.75;68.25
A;206074.85;446731.88;440;18;-111.75;68.25
A;206075.77;446731.51;500;24;-150.81;29.19
A;206076.25;446730.66;500;27;-155.95;24.05
A;206076.65;446729.75;500;28;-155.95;24.05
A;206077.06;446728.83;500;29;-155.95;24.05
A;206077.47;446727.92;500;30;-155.95;24.05
A;206077.88;446727.01;500;31;-155.95;24.05
A;206078.28;446726.09;500;33;-155.95;24.05
A;206078.69;446725.18;500;34;-155.95;24.05
A;206079.1;446724.27;500;35;-155.95;24.05
A;206079.51;446723.35;500;36;-155.95;24.05
A;206079.91;446722.44;500;37;-155.95;24.05
A;206080.32;446721.53;500;38;-155.95;24.05
A;206080.73;446720.62;500;39;-155.95;24.05
A;206081.14;446719.7;500;37;-151.87;28.13
A;206081.61;446718.82;500;35;-145.64;34.36
A;206082.17;446718.0;500;36;-145.64;34.36
A;206082.74;446717.17;500;36;-145.64;34.36
A;206083.3;446716.35;500;37;-145.64;34.36
A;206083.86;446715.52;500;38;-145.64;34.36
A;206084.43;446714.7;500;39;-145.64;34.36
A;206084.99;446713.87;500;40;-146.03;33.97
A;206085.55;446713.04;500;44;-151.47;28.53
A;206086.03;446712.16;500;45;-151.47;28.53
A;206086.51;446711.28;500;46;-151.47;28.53
A;206086.99;446710.41;500;47;-151.47;28.53
A;206087.46;446709.53;500;48;-151.47;28.53
A;206087.94;446708.65;500;49;-151.47;28.53
A;206088.42;446707.77;500;50;-151.47;28.53
A;206088.9;446706.89;500;51;-151.47;28.53
A;206089.37;446706.01;500;51;-151.38;28.62
A;206089.85;446705.13;500;51;-150.05;29.95
A;206090.35;446704.27;500;52;-150.05;29.95
A;206090.85;446703.4;500;53;-150.05;29.95
A;206091.35;446702.53;500;54;-150.05;29.95
A;206091.85;446701.67;500;55;-149.75;30.25
A;206092.35;446700.8;500;55;-149.04;30.96
A;206092.87;446699.95;500;56;-149.04;30.96
A;206093.38;446699.09;500;57;-149.04;30.96
A;206093.9;446698.23;500;58;-149.04;30.96
A;206094.41;446697.37;500;58;-149.04;30.96
A;206094.93;446696.52;500;59;-149.04;30.96
A;206095.44;446695.66;500;60;-149.04;30.96
A;206095.95;446694.8;500;61;-149.04;30.96
A;206096.47;446693.94;500;58;-144.39;35.61
A;206097.05;446693.13;500;59;-144.2;35.8
A;206097.64;446692.32;500;59;-144.2;35.8
A;206098.22;446691.51;500;60;-144.2;35.8
A;206098.81;446690.7;500;61;-144.2;35.8
A;206099.39;446689.89;500;62;-144.2;35.8
A;206099.98;446689.08;500;62;-144.2;35.8
A;206100.56;446688.27;500;63;-144.2;35.8
A;206101.15;446687.45;500;59;-137.16;42.84
A;206101.83;446686.72;500;59;-136.45;43.55
A;206102.52;446686.0;500;60;-136.45;43.55
A;206103.2;446685.27;500;60;-136.45;43.55
A;206103.89;446684.55;500;61;-136.45;43.55
A;206104.58;446683.82;500;61;-136.45;43.55
A;206105.27;446683.1;500;62;-136.45;43.55
A;206105.96;446682.37;500;62;-136.45;43.55
A;206106.65;446681.65;500;63;-136.45;43.55
A;206107.34;446680.92;500;63;-135.31;44.69
A;206108.04;446680.21;366;60;-128.32;51.68
A;206108.82;446679.59;366;60;-128.32;51.68
A;206109.61;446678.97;366;61;-128.32;51.68
A;206110.39;446678.35;366;61;-128.32;51.68
A;206111.18;446677.73;366;61;-128.32;51.68
A;206111.96;446677.11;367;62;-128.32;51.68
A;206112.75;446676.49;367;62;-128.32;51.68
A;206113.53;446675.87;367;63;-128.32;51.68
A;206114.32;446675.25;369;62;-126.36;53.64
A;206115.12;446674.66;372;62;-124.49;55.51
A;206115.95;446674.09;373;62;-124.49;55.51
A;206116.77;446673.53;373;62;-124.49;55.51
A;206117.59;446672.96;374;62;-123.77;56.23
A;206118.43;446672.41;405;61;-119.03;60.97
A;206119.3;446671.92;406;62;-119.03;60.97
A;206120.17;446671.44;406;62;-119.03;60.97
A;206121.05;446670.95;407;62;-119.03;60.97
A;206121.92;446670.46;407;62;-119.03;60.97
A;206122.8;446669.98;408;63;-119.03;60.97
A;206123.67;446669.49;408;63;-119.03;60.97
A;206124.55;446669.01;409;63;-119.03;60.97
A;206125.42;446668.52;409;63;-119.03;60.97
A;206126.3;446668.04;409;63;-119.03;60.97
A;206127.17;446667.55;410;64;-119.03;60.97
A;206128.04;446667.07;410;64;-119.03;60.97
A;206128.92;446666.58;409;64;-119.03;60.97
A;206129.79;446666.1;409;64;-119.03;60.97
A;206130.67;446665.61;409;64;-119.03;60.97
A;206131.54;446665.13;409;65;-118.98;61.02
A;206132.42;446664.64;414;64;-116.45;63.55
A;206133.31;446664.2;415;64;-116.45;63.55
A;206134.21;446663.75;416;65;-116.45;63.55
A;206135.1;446663.31;417;65;-116.45;63.55
A;206136.0;446662.86;418;65;-116.45;63.55
A;206136.89;446662.41;419;65;-116.45;63.55
A;206137.79;446661.97;500;65;-115.36;64.64
A;206138.69;446661.54;500;65;-113.99;66.01
A;206139.61;446661.13;500;65;-113.99;66.01
A;206140.52;446660.73;500;65;-113.99;66.01
A;206141.43;446660.32;500;65;-113.99;66.01
A;206142.35;446659.92;500;66;-115.02;64.98
A;206143.25;446659.49;417;66;-117.77;62.23
A;206144.14;446659.03;418;66;-117.77;62.23
A;206145.02;446658.56;419;66;-117.77;62.23
A;206145.91;446658.09;420;67;-117.77;62.23
A;206146.79;446657.63;421;67;-117.77;62.23
A;206147.68;446657.16;421;67;-117.77;62.23
A;206148.56;446656.7;422;67;-117.77;62.23
A;206149.45;446656.23;424;67;-117.77;62.23
A;206150.33;446655.76;426;68;-117.77;62.23
A;206151.22;446655.3;500;68;-117.77;62.23
A;206152.1;446654.83;500;68;-117.77;62.23
A;206152.99;446654.37;500;68;-117.77;62.23
A;206153.87;446653.9;500;69;-117.77;62.23
A;206154.76;446653.43;500;69;-117.77;62.23
A;206155.64;446652.97;500;69;-117.77;62.23
A;206156.53;446652.5;500;69;-117.77;62.23
A;206157.41;446652.04;500;70;-117.77;62.23
A;206158.29;446651.57;500;70;-117.77;62.23
A;206159.18;446651.1;500;70;-117.76;62.24
A;206160.06;446650.64;500;70;-117.76;62.24
A;206160.95;446650.17;500;71;-117.76;62.24
A;206161.83;446649.71;500;71;-117.76;62.24
A;206162.72;446649.24;500;71;-117.76;62.24
A;206163.6;446648.78;500;71;-117.76;62.24
A;206164.49;446648.31;500;72;-117.76;62.24
A;206165.37;446647.84;500;72;-117.76;62.24
A;206166.26;446647.38;500;72;-117.76;62.24
A;206167.14;446646.91;500;72;-117.76;62.24
A;206168.03;446646.45;500;73;-117.76;62.24
A;206168.91;446645.98;500;73;-117.76;62.24
A;206169.8;446645.52;500;73;-117.76;62.24
A;206170.68;446645.05;500;73;-117.76;62.24
A;206171.57;446644.58;500;74;-117.76;62.24
A;206172.45;446644.12;500;74;-117.76;62.24
A;206173.34;446643.65;500;74;-117.76;62.24
A;206174.22;446643.19;500;75;-118.3;61.7
A;206175.1;446642.71;500;76;-120.99;59.01
A;206175.96;446642.2;500;76;-120.99;59.01
A;206176.82;446641.68;500;76;-120.99;59.01
A;206177.68;446641.17;500;77;-120.99;59.01
A;206178.53;446640.65;500;77;-120.99;59.01
A;206179.39;446640.14;500;77;-120.99;59.01
A;206180.25;446639.62;500;78;-120.99;59.01
A;206181.11;446639.11;500;78;-120.99;59.01
A;206181.96;446638.59;500;78;-120.99;59.01
A;206182.82;446638.08;500;79;-120.99;59.01
A;206183.68;446637.56;500;79;-120.99;59.01
A;206184.53;446637.05;500;79;-120.99;59.01
A;206185.39;446636.53;500;79;-120.99;59.01
A;206186.25;446636.02;500;80;-120.99;59.01
A;206187.11;446635.51;500;80;-120.99;59.01
A;206187.96;446634.99;500;80;-120.99;59.01
A;206188.82;446634.48;500;81;-121.66;58.34
A;206189.67;446633.95;500;82;-122.27;57.73
A;206190.52;446633.42;500;82;-122.27;57.73
A;206191.36;446632.88;500;82;-122.27;57.73
A;206192.21;446632.35;500;83;-122.27;57.73
A;206193.05;446631.82;500;83;-122.27;57.73
A;206193.9;446631.28;500;83;-122.27;57.73
A;206194.75;446630.75;500;84;-122.27;57.73
A;206195.59;446630.21;500;84;-122.27;57.73
A;206196.44;446629.68;500;84;-122.27;57.73
A;206197.28;446629.15;500;85;-122.27;57.73
A;206198.13;446628.61;500;85;-122.27;57.73
A;206198.97;446628.08;500;85;-122.27;57.73
A;206199.82;446627.54;500;86;-122.27;57.73
A;206200.67;446627.01;500;86;-122.27;57.73
A;206201.51;446626.48;500;86;-122.27;57.73
A;206202.36;446625.94;500;87;-123.74;56.26
A;206203.19;446625.39;500;89;-125.52;54.48
A;206204.0;446624.81;500;89;-125.52;54.48
A;206204.82;446624.23;500;90;-125.52;54.48
A;206205.63;446623.64;500;90;-125.52;54.48
A;206206.44;446623.06;500;90;-125.52;54.48
A;206207.26;446622.48;500;91;-125.52;54.48
A;206208.07;446621.9;500;91;-125.52;54.48
A;206208.89;446621.32;500;92;-125.52;54.48
A;206209.7;446620.74;500;92;-125.52;54.48
A;206210.51;446620.16;500;93;-125.52;54.48
A;206211.33;446619.58;500;93;-125.52;54.48
A;206212.14;446619.0;500;94;-125.52;54.48
A;206212.95;446618.42;500;94;-125.52;54.48
A;206213.77;446617.83;500;95;-125.52;54.48
A;206214.58;446617.25;500;95;-125.52;54.48
A;206215.4;446616.67;500;96;-125.52;54.48
A;206216.21;446616.09;500;97;-126.35;53.65
A;206217.02;446615.5;500;99;-127.82;52.18
A;206217.81;446614.89;500;99;-127.82;52.18
A;206218.6;446614.27;500;100;-127.82;52.18
A;206219.39;446613.66;500;100;-127.82;52.18
A;206220.18;446613.05;500;101;-127.82;52.18
A;206220.97;446612.43;500;101;-127.82;52.18
A;206221.76;446611.82;500;102;-127.82;52.18
A;206222.55;446611.21;500;102;-127.82;52.18
A;206223.34;446610.59;500;103;-127.82;52.18
A;206224.13;446609.98;500;104;-127.82;52.18
A;206224.92;446609.37;500;104;-127.81;52.19
A;206225.71;446608.75;500;105;-127.81;52.19
A;206226.5;446608.14;500;105;-127.81;52.19
A;206227.29;446607.53;500;106;-127.81;52.19
A;206228.08;446606.91;500;106;-127.81;52.19
A;206228.87;446606.3;500;107;-127.81;52.19
A;206229.66;446605.69;500;107;-127.81;52.19
A;206230.45;446605.07;500;108;-127.81;52.19
A;206231.24;446604.46;500;108;-127.81;52.19
A;206232.03;446603.85;500;109;-127.81;52.19
A;206232.82;446603.23;500;112;-129.98;50.02
A;206233.58;446602.59;421;116;-132.77;47.23
A;206234.32;446601.91;421;117;-132.77;47.23
A;206235.05;446601.23;422;117;-132.77;47.23
A;206235.78;446600.56;422;118;-132.77;47.23
A;206236.52;446599.88;423;119;-132.77;47.23
